description,poster,rating,title,votes
"The adventures of Johnson the courageous pink elephant, Alfred the leaky hot water bottle, McDuff the cheeky concertina, Diesel the noisy dump truck, Squeaky the shy robot and Victoria the gracious dinosaur, who live amongst the clutter in Michael's bedroom. This irrepressible bunch of toys share their adventures while Michael is out or asleep.","https://m.media-amazon.com/images/M/MV5BNGY2ZGIwZDEtYTFmOS00NTJlLThiYjEtNjEzNzgxY2U2NTdlXkEyXkFqcGdeQXVyNzI1MzYyMTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.8,Johnson & Friends,254
Children's animation series in which the characters use engineering ideas to solve problems and save the day.,"https://m.media-amazon.com/images/M/MV5BOGM4YTlmMWItMTc4Mi00MDZiLTgwYTktYmE1MGZjMDBlN2I4XkEyXkFqcGdeQXVyNzUwMjYzMDc@._V1_QL75_UY281_CR30,0,190,281_.jpg",6.5,Bitz and Bob,40
"Three monsters, Bem, who looks like a gangster, Bero, who looks like a boy, and Bera, a witch, act as agents of justice, hoping that they will be allowed to become human. Several episodes involve them protecting a young boy. The style of animation is fairly distinctive, and the storylines not without interest.","https://m.media-amazon.com/images/M/MV5BNWE5YWIwZDktZDYzYy00ZWU3LTkyY2QtODUzMDkyNjQ5ZmZmXkEyXkFqcGdeQXVyMzI2Mjc1NjQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.1,BEM,169
Pasila is a Finnish animated sitcom. The computer-animated series portrays a satirical view of daily events in Helsinki at a police precinct in the suburb of Pasila.,"https://m.media-amazon.com/images/M/MV5BOTVlNDZmMjYtODdkMS00ZTQwLTk0YjEtMjEyYjNiMjJiYjQ1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR1,0,190,281_.jpg",8.3,Pasila,1.5K
"In the time of the Pilgrims, a scarecrow, who comes to life as long as he wears a feather in his cap, endeavors--with the help of an enchanted broomstick and a wisecracking mouse--to rescue a sweet, noble girl and three other orphans from an evil villian.","https://m.media-amazon.com/images/M/MV5BMTI4MTYyNTEwOF5BMl5BanBnXkFtZTcwNjExMzcxMQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg",6.4,The Scarecrow,234
"Only one sweet and shiny little acorn separates Scrat, the tireless prehistoric sabre-toothed squirrel, from the perfect stash of provisions. However, when enough is enough?","https://m.media-amazon.com/images/M/MV5BNjQxNjc1OTEtNjI3YS00MTJiLWIxMzQtYjA2ZDEwYWFhMzU2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.4,Gone Nutty,3.9K
"The detective duo of Nice and Murasaki, otherwise known as ""Hamatora,"" wait again today for work with their friends at a table at Cafe Nowhere that they use as their agency. Suddenly, a job they receive seems to have a weird connection with the serial killer that their police friend, Art is searching for.","https://m.media-amazon.com/images/M/MV5BZDY2MjMxNjAtMjYyMC00YWM4LTkxMDMtODIxYWVkMGU4Y2I3XkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Hamatora,312
"Because of a bet, Werner and his friend have to construct the fastest vehicle to win a race, because life depends on it.","https://m.media-amazon.com/images/M/MV5BMTI1NzYyMzE4NV5BMl5BanBnXkFtZTcwOTUwNDEyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.6,Werner - Das muss kesseln!!!,3.1K
The good Team Fastex races against the evil Team Rexcor.,"https://m.media-amazon.com/images/M/MV5BMTYzNzk5Njg0Ml5BMl5BanBnXkFtZTcwMTAxMjcxMQ@@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.3,NASCAR Racers,768
"One night, Reine, a young loner, sees the urban chaos as a mystical oneness that seems alive, like some sort of guide.","https://m.media-amazon.com/images/M/MV5BNTEyOGM5ODYtNzU0Yy00MWM3LWI5YmYtYjc0NjUwMTQyYmJmXkEyXkFqcGdeQXVyNjE4OTU2MzY@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.1,Genius Loci,1.1K
Poor Spookley is a pumpkin who's shape is square rather then round. He's teased and taunted by other mean round pumpkins. But he receives help from a Scarecrow and his 2 bat side-kicks and 3 very funny spiders.,"https://m.media-amazon.com/images/M/MV5BOTA0MTg1ODY1NV5BMl5BanBnXkFtZTcwMzExMzcyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",4.9,Spookley the Square Pumpkin,309
"A canine sheriff's deputy in a backwoods Southern town always manages to catch the bad guy, despite his own ineptitude.","https://m.media-amazon.com/images/M/MV5BZTBhMWU1M2QtMzNlZi00MTE3LThiYzQtOGU3NmFlNGMyYmRkXkEyXkFqcGdeQXVyMTAyNTQ0MTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.1,The Deputy Dawg Show,263
Follows a group of five friends in their romantic- and often comedic- adventures.,"https://m.media-amazon.com/images/M/MV5BMzhkYWQ3MzEtZDM4Zi00MzA4LWIzZDctM2UzOTYzMDQyNGQ5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.7,Acchi Kocchi,232
"The main character, Matsukaze Tenma tries out for the Raimon soccer team and passes, but soon finds out that soccer has changed. Tenma, along with the other members, now aim to free soccer so everyone can enjoy it freely.","https://m.media-amazon.com/images/M/MV5BZTBjOTA1ZjYtNzk1MC00NDM2LTlhZTAtY2NlZWNlMmFlM2QxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.9,Inazuma irebun go,267
A bunch of pond animals live and deal with there daily lives Also god It's not very good,"https://m.media-amazon.com/images/M/MV5BMzRkMjVkMzctMmYzNS00YzlmLTg1NTEtZDgwMWFjNjFjZmE2XkEyXkFqcGdeQXVyODIxNjk4NzQ@._V1_QL75_UX190_CR0,31,190,281_.jpg",3.9,Gaither's Pond,82
"The Overwatch Shorts are a collection of stories for the characters of the video game Overwatch. The in-game characters portrayed so far in these stories are Winston, Reaper, Widowmaker, Tracer, Soldier 76, Hanso, Genji, Sombra and Bastion. The six stories so far are called Recall, Alive, Dragons, Hero, The Last Bastion and Infiltration and show characters' past exper...","https://m.media-amazon.com/images/M/MV5BMzI4MTA3ZmQtZDlkZC00YTFlLWJjZmYtMTc1NjgzYmZhMzlkXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.7,Overwatch Shorts,228
"""Square"" Tom becomes the coolest cat of all when he puts on homemade green and orange zoot suit,","https://m.media-amazon.com/images/M/MV5BM2E3NWQ3OWUtODVlZS00OTc2LTk3ZWEtOTczNjEzOTFmMGVlXkEyXkFqcGdeQXVyNjMxODMyODU@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.5,The Zoot Cat,1.3K
"After receiving a pair of the world's most advanced Virtual Reality headset, a young man finds himself transported to a city full of chaos and bedlam where he meets the world's most advanced A.I. trainer.","https://m.media-amazon.com/images/M/MV5BNzE2Zjk3OWMtNjRhYi00NDIyLWE2MjYtYTBmNDIxMTUyNTlhXkEyXkFqcGdeQXVyMTUxMzU3Mjk@._V1_QL75_UY281_CR20,0,190,281_.jpg",7.6,GTA VR,184
The misadventures of a cat and a mouse,"https://m.media-amazon.com/images/M/MV5BOWU1ZThkNWQtNmU0ZS00YzJkLWJkNzQtNzIyY2MzNWY3ZmM5XkEyXkFqcGdeQXVyNjY0NzU4Nzc@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.7,Tom and Jerry,837
"Titeuf is a famous character from comics and animation series. In this movie - Titeuf's life never been worse- Nadia didn't invite him to her birthday party, his parent's are close to be deported - and everything looks so bad. No one can solve the problems now but Titeuf in his funny ways ... Or maybe he'll fail too?","https://m.media-amazon.com/images/M/MV5BMTMxNjg1Nzk3Nl5BMl5BanBnXkFtZTcwMzgzODI5NA@@._V1_QL75_UY281_CR9,0,190,281_.jpg",5.8,"Titeuf, le film",615
"In 1974, the original tapes for ""Power of the Daleks"" were wiped from the BBC Archive. After 50 years, the BBC has animated this lost serial for a new age. In the original, the Doctor (Patrick Troughton) has just regenerated or has been ""renewed"". His companions, Ben (Micheal Craze) and Polly (Anneke Wills), are unsure of this new man. Is he the old man they departed ...","https://m.media-amazon.com/images/M/MV5BZjAyYjFkOTctOWJiZi00ODJiLWJlOWItMTQ1NTcxNDVkMDRiXkEyXkFqcGdeQXVyNjQwMjYzNjY@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.6,Doctor Who: The Power of the Daleks,305
"Motoko and her squad are finally getting closer to Fire-Starter's broker, but things get tense when they're instructed to take a backseat role on a sting operation.","https://m.media-amazon.com/images/M/MV5BOTU3ZTRlYmUtNjQ0MS00ZDQzLWI3ZDUtNGEzZTUyMmMyOThmXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.3,Ghost in the Shell Arise: Border 5 - Pyrophoric Cult,633
Bugs Bunny takes a wrong turn at Albuquerque and winds up in a Mexican bullring fighting one heck of a big bullying bull.,"https://m.media-amazon.com/images/M/MV5BYTY5NGY3OWQtOGZmYS00NmRiLTllNmMtMzYwZWZjOGEzYmRjXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.0,Bully for Bugs,2.6K
"Harold 's a inquisitive 4 year old, and with his purple crayon, he has the power to create a world of his own - just by drawing it. Harold wants to go for a walk in the moonlight, but there's no moon, so he draws one. He has nowhere to walk, so he draws a path. Harold has many adventures as he goes in search of his room.","https://m.media-amazon.com/images/M/MV5BMTg1MTg5NDUyNF5BMl5BanBnXkFtZTcwMTgwMjcyMQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",7.9,Harold and the Purple Crayon,116
"Uso Ewin gets himself tangled in a battle between the Yellow Jacket and guerrilla resistance League Militaire. Following his heart, Uso pilots the resistance's mobile suit and goes against the Zanscare Empire of space.","https://m.media-amazon.com/images/M/MV5BZDdiOWQzNTUtN2VkZi00MWQ3LWJiMmMtNTg4NGNjYjBjNGI4XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR12,0,190,281_.jpg",7.0,Kidô senshi V Gundam,256
The misadventures of the close-knit members of a small anime/manga club on a college campus.,"https://m.media-amazon.com/images/M/MV5BMmFhZjRlZWItYTcxMC00Y2JmLWJkYTktYzA0ODc4M2MxYTBmXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR4,0,190,281_.jpg",7.6,Genshiken,701
"Bill and Ben are two Flowerpot Men who play in the garden with their friends: Weed, Scamper, Rose, Whoops, Pry, Tad, Slowcoach, Whimsy and Thistle.","https://m.media-amazon.com/images/M/MV5BMzE2MDIxMjM2Ml5BMl5BanBnXkFtZTcwNTAxNTMyMQ@@._V1_QL75_UX190_CR0,20,190,281_.jpg",6.2,Bill and Ben,135
"It's yakiniku night for the Noharas. But before they can dig in, they get wrapped up in a sizzling conspiracy and are forced to go on the run.","https://m.media-amazon.com/images/M/MV5BODFkMzgwYWMtNTM4Yy00OWNmLWE1ZGItYzMxMDc0ODRmNzEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk5Mzc3NTY@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.7,Kureyon Shinchan: Arashi wo Yobu Eikou no Yakiniku Road,234
"Sumikko and friends discover a pop-out picture book in the basement of Cafe Sumikko, their favorite coffee shop. As they look at the book, the pop-ups suddenly start moving and Sumikko and friends get sucked into the book.","https://m.media-amazon.com/images/M/MV5BNGU0ZTgxZWUtN2Q1Yy00OTI4LWIxZWItN2U4ZjY1NWViMDg1XkEyXkFqcGdeQXVyODcwMzQwNDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.7,Sumikko Gurashi the Movie: The Unexpected Picture Book and the Secret Child,141
A witchy teacher and a small group of students travel to magical lands with pop star Rick Springfield.,"https://m.media-amazon.com/images/M/MV5BM2I4NTBjOTQtN2I2Yy00NjFjLTlkYjQtYTMyNDZiMjgxNzM0XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.4,Mission: Magic!,79
"When Caillou learns his best friend cuts herself, it's up to him to figure out just what's going on, unknowingly learning a thing or two about why nothing's perfect.","https://m.media-amazon.com/images/M/MV5BZWNlZTdhOTMtNzA3NS00NTFhLWE2M2YtNmVkMzRlMDk0NjQwXkEyXkFqcGdeQXVyMTMwODU1MTUx._V1_QL75_UX190_CR0,2,190,281_.jpg",9.8,Caillou and Penny,7
Join Thomas and his friends in this exciting adventure to the mainland that shows us friendship is more important than being the favorite engine. Can Thomas and the new experimental engines save James and help bring him back to the Island of Sodor?,"https://m.media-amazon.com/images/M/MV5BYTJkOTQ3MjgtODJkYS00OTBlLTk5YWItYTNiYzNhYzEyOWU5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.1,Thomas & Friends: Journey Beyond Sodor,202
Ashu (8 year old son)and the parents of the boy are too involved in their daily lives and hence cannot give much time to the boy who always feels lonely. He would only get to be with the maid. On one rainy day the boy saves a drowning mouse and saves his life. He brings the small mouse home and tells the maid about it. She is very happy and tells the boy that he has s...,"https://m.media-amazon.com/images/M/MV5BNTQ5NDk1Y2MtMzNlNS00Njc1LTllNGMtN2Q3OTRmNTQ3OWI1XkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_QL75_UY281_CR125,0,190,281_.jpg",4.8,My Friend Ganesha,177
A young girl and a group of children discover that an abandoned house contains a wondrous nature to it.,"https://m.media-amazon.com/images/M/MV5BMTcxMzFiZWEtYWQ0Mi00MmYwLWE5OGMtMGM3ZWIyY2M0MmUzXkEyXkFqcGdeQXVyNjMwODY0MTg@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.7,Beyond,5K
Two brothers in need of money join the shinsengumi during the revolution of the meji era. The series follows the brothers and introduces famous names from history such as cito and okito. For those that like roruni kenshion this takes place during the revolution of samurai x but is more lighthearted like roruni kenshen.,"https://m.media-amazon.com/images/M/MV5BMTQxMjAzMTA1N15BMl5BanBnXkFtZTcwOTU3MzE2MQ@@._V1_QL75_UY281_CR46,0,190,281_.jpg",6.5,Peace Maker Kurogane,276
"The stories are in the world of Salacia, a hidden kingdom under the sea, full of princes and princesses from different animal species.","https://m.media-amazon.com/images/M/MV5BY2UwN2YxNDktM2NhNi00ZmFmLWJlZjYtNThjMWU5MjM3NDc0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.1,Sea Princesses,80
"In the uncharted regions of the Antarctic, dark secrets slumber. An ancient horror lies hidden in the bowels of an alien city, and two unlucky explorers race unwittingly towards it.","https://m.media-amazon.com/images/M/MV5BODk3NGI1MWEtM2UyMS00MDYwLTkwMTQtODBhNWExMzBmOTkxXkEyXkFqcGdeQXVyNDU3NTY4ODc@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.7,At the Mountains of Madness,60
A four-episode animated series charting the adventures of four dinosaurs - each on a different continent in the prehistoric world: a lone female Velociraptor in Asia; a young male Daspletosaurus in North America; a South American female Saltasaur; and a young adult Pyroraptor in Europe. Narrated by Christian Slater and hosted by paleontologist Scott Sampson.,"https://m.media-amazon.com/images/M/MV5BNTY2MDk5ODE0OV5BMl5BanBnXkFtZTcwNTMxNzQyMQ@@._V1_QL75_UY281_CR22,0,190,281_.jpg",7.7,Dinosaur Planet,473
The adventures of the richest boy in the world and his friends and servants.,"https://m.media-amazon.com/images/M/MV5BZWEyZmU3YzMtZjdkZS00ZmQzLWIxMmMtMjM5MTg5OGJiY2JjXkEyXkFqcGdeQXVyMzIxNTI3MTE@._V1_QL75_UY281_CR93,0,190,281_.jpg",6.0,Ri¢hie Ri¢h,1.2K
"In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.","https://m.media-amazon.com/images/M/MV5BNGVmMWZmMjQtMjYyNC00OTIyLTlmMmMtYmEzZmI1YjEyYjVkXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.1,ID-0,295
"Pinky (Rob Paulsen) and the Brain (Maurice LeMarche) are still trying to take over the world, but now they're operating from Elmyra Duff's (Cree Summer's) house.","https://m.media-amazon.com/images/M/MV5BMTg0NzM3OTA1N15BMl5BanBnXkFtZTgwOTQ2MzgwMzE@._V1_QL75_UY281_CR93,0,190,281_.jpg",5.8,"Pinky, Elmyra & the Brain",746
Three boys are enchanted by a water spirit and must go on a quest to return to human.,"https://m.media-amazon.com/images/M/MV5BNDVhZGJjM2EtMDQ2NC00NDY2LWI2OWEtNmJhNzIzMjU1MDkxXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Sarazanmai,261
"In the midst of Melbourne's COVID-19 lockdown, Jamie finds reprieve from the monotony of isolation through their imagination, sensuality and some help from iconic onscreen queer characters.","https://m.media-amazon.com/images/M/MV5BMjIyMDgzMmItM2ZkYS00YjY0LWJhODMtOTE5ZGNlMDNkNjQwXkEyXkFqcGdeQXVyMTEyMDEzOTQ2._V1_QL75_UX190_CR0,0,190,281_.jpg",7.2,Are You Still Watching?,18
"Pumuckl is a nice and sometimes naughty goblin who used to live with a cabinet maker named Franz Eder. Mr. Eder has had to live through quite some trouble because Pumuckl always was up to do some mischief. The history of ""Pumuckl"" is going back to the early 1960 when the Bayerischer Rundfunk started a radio series on the notorious goblin Pumuckl. The author of the Pum...","https://m.media-amazon.com/images/M/MV5BMjE4MDU5NTg5NF5BMl5BanBnXkFtZTcwMzE1OTMyMQ@@._V1_QL75_UX190_CR0,13,190,281_.jpg",7.6,Meister Eder und sein Pumuckl,1.7K
"A true animated film about invented islands. About an imaginary, linguistic, political territory. About a real or dreamed country, or something in between.","https://m.media-amazon.com/images/M/MV5BZDZjZTIyZGMtNDllMC00YmI5LWE3MDktZmM3MzE5MzFkNWNmXkEyXkFqcGdeQXVyMTEwOTQ4MjA@._V1_QL75_UY281_CR241,0,190,281_.jpg",7.2,Archipel,30
"To fight evil, a young rabbit can transform into a star spangled superhero.","https://m.media-amazon.com/images/M/MV5BZDZiODQ0MzEtYmQ0NS00MTI4LTlmNWYtYWQ4NDg2MjZmZDU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",5.6,The Adventures of the American Rabbit,437
Two stories about teen-aged girls who encounter supernatural horrors.,"https://m.media-amazon.com/images/M/MV5BYmU5NDQyMjItMjA5ZS00MGRjLTk0M2QtNTlkMmMxOGJhZDQ3XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Umezu Kazuo no Noroi,195
"An experimental serum called Extremis gets stolen, and Iron Man rockets into action. The ensuing battles test Stark's spirit and Iron Man's power. Based on the graphic novel of the same name.","https://m.media-amazon.com/images/M/MV5BNGYxZmI5ZTctYzkxNC00M2VhLWE4MTMtMzc5YjRlY2U5YzBmXkEyXkFqcGdeQXVyODMwMzg0Mjc@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.8,Iron Man: Extremis,624
"The adventures of a high school for superheroes while the Marvel Family fights evil with the power given to them by the wizard, Shazam.","https://m.media-amazon.com/images/M/MV5BMjk2N2ZlMTYtMGQyZS00ZjZhLWJkMGItNTUyNDI1MjkwNTcyXkEyXkFqcGdeQXVyMjQ4NDAyMDI@._V1_QL75_UY281_CR14,0,190,281_.jpg",6.6,The Kid Super Power Hour with Shazam!,156
"Valeria is a 17-year-old girl leading a normal life in Madrid until one night, after arguing with her parents about her report card, she is seemingly tempted by a mysterious young woman named Isis into committing a horrible act. Afterward, a stranger named Nathael appears to inform Valeria that he is an Angel, Isis is a Demon and that Valeria is a Malak, someone desti...","https://m.media-amazon.com/images/M/MV5BMDM5NWYyNTQtYWZjZS00M2Y0LTkzZDItZWIyOWEzZWY0MzQ1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Ángel o demonio,275
"A huge sphere suddenly began to emit a mysterious spiritual wave in Tengu City and disrupts its peace. A mysterious, beautiful girl showed up at the same time. Secretly, what is her purpose to cast her line of sight to Shido and the others?","https://m.media-amazon.com/images/M/MV5BOTgyNjA5OGEtZDU3MS00ZTBjLWI3MWUtMzE2N2VmOTY2Mzk1XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.6,Gekijouban Dêto a raibu: Mayuri jajjimento,295
A boy befriends a wind-child and goes on an adventure to a land of wind wizards.,"https://m.media-amazon.com/images/M/MV5BNDIzZmVmOTItMjEyYS00Y2E3LWE3ZDQtNDNmNzU2MDRlOGY5XkEyXkFqcGdeQXVyODk1NzM2MjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Doraemon: Nobita to fushigi kazetsukai,505
"Odd Job Jack is an animated comedy about one guy's misadventures in temporary employment and his quest to get a full-time life. In the year 2003, in an unnamed Canadian megacity, JACK RYDER (voiced by Don McKellar) searches for a way out of limbo. Twenty-five years old and fresh out of university - sporting a degree in sociology and shouldering a hefty student debt - ...","https://m.media-amazon.com/images/M/MV5BZDc1NzgzZDktNjNlMC00MDRmLWEyZTItZmRmMGYzYTMxYzY0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR12,0,190,281_.jpg",5.8,Odd Job Jack,333
A handmade stop-motion fairy tale for adults that tells the tale of the struggle between the aristocratic White Mice and the rustic Creatures Who Dwell Under the Oak over the doll of their heart's desire.,"https://m.media-amazon.com/images/M/MV5BOGMxOWQ4NWQtM2RjNi00ODZmLThjNGQtODUzYTQwMzk2ZTJhXkEyXkFqcGdeQXVyMjExMjI5NzI@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Blood Tea and Red String,1.3K
"This show follows the adventures of Krazy Kat, Ignatz Mouse, and Officer Pupp. Ignatz is the mouse that always cause mischief, or mouse-chief. Krazy is the character who loves Ignatz Mouse. Officeer Pupp always arrest him for throwing bricks...","https://m.media-amazon.com/images/M/MV5BMTQ2NjMzMzIxMF5BMl5BanBnXkFtZTcwNTEwOTMyMQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.0,Krazy Kat,99
You're not hallucinating... It's legendary toker jokers Cheech & Chong as you've never seen them before - in their very first animated movie.,"https://m.media-amazon.com/images/M/MV5BMjA0MjUyNzc3NF5BMl5BanBnXkFtZTcwNzkzNjQ3NA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",4.8,Cheech & Chong's Animated Movie,878
Two children holidaying on a farm are transported to Fairyland but after one eats a charmed fairy-cake they are given three tasks to complete before they can return to their own world.,"https://m.media-amazon.com/images/M/MV5BMjAzMzE1NjUwMV5BMl5BanBnXkFtZTcwMjYzMjIyMQ@@._V1_QL75_UX190_CR0,15,190,281_.jpg",5.6,Faeries,488
"A teddy bear, a mechanical mouse, and a marionette join forces to save their kidnapped friend, Buttercup the doll, from the denizens of the Land of Evil.","https://m.media-amazon.com/images/M/MV5BMzg5NjUyODQ5MV5BMl5BanBnXkFtZTcwMTA2OTkzNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4,Na pude aneb Kdo má dneska narozeniny?,704
"With the help of his trusted dodo Polly, the Pirate Captain presents fun-loving and hilarious tips and advice on pirating. Learn how to remember where you buried your treasure, the secrets of navigating winds, get an inside look at pirate recruiting and even a PirateÂ's recipe for a giant squid with lemon. Featuring special guests like Charles Darwin and the Pirate Ki...","https://m.media-amazon.com/images/M/MV5BMTg1MjgyMzQxMV5BMl5BanBnXkFtZTgwMzIyMTEwNzE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.6,So You Want to Be a Pirate!,433
"The film uses a mix of cut-out animation from photographs and live-action segments, and tells the story of a married man who lives a double life in his dreams, where he is married to another woman.","https://m.media-amazon.com/images/M/MV5BMTk1NzYxNjQ1M15BMl5BanBnXkFtZTgwNjI4NzEwMjE@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.3,Prezít svuj zivot (teorie a praxe),1.3K
"In hibernation for years, the body-shifting android Cutey Honey is brought out of her self-imposed stasis to fight the evil Dolmek and his minions of monsters.","https://m.media-amazon.com/images/M/MV5BMjE1MjU2NjEwM15BMl5BanBnXkFtZTcwNDUwNzAyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",7.0,Shin Kyûteî Hanî,262
This is the classic story of the young boy Aladdin who is tricked by and evil wizard to go inside the cave that holds a great treasure and there is an old lamp that he needs to bring to him. He meets the slave of the lamp and his and becomes the most famous kid in town and marries the princess Madral.,"https://m.media-amazon.com/images/M/MV5BMmE1NTkyMWQtNTQ4ZC00NjI2LThjMTMtZTZhY2E3MDQ5MzBjXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.5,Arajin to maho no ranpu,231
The adventures of the rodent and insect inhabitants inside the walls of the White House.,"https://m.media-amazon.com/images/M/MV5BNzNjYTIxNzEtYTk5MC00ZmY0LWE4ODEtY2NmOWE0N2RjZjVmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR107,0,190,281_.jpg",6.9,Capitol Critters,222
"In his spectacular film debut, young Babar, King of the Elephants, must save his homeland from certain destruction by Rataxes and his band of invading rhinos.","https://m.media-amazon.com/images/M/MV5BNzk0Nzg2ZGEtNzA4YS00MWVlLWFjNDQtYmExN2Q5MGZhNmIyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4,Babar: The Movie,970
"The show follows the adventures of Billy Dilley, a 12 year old 7th grader who loves science, and his lab partners, Zeke and Marsha, who on summer vacation find themselves trapped in a strange world located in the Earth's core.","https://m.media-amazon.com/images/M/MV5BMTEyY2E5ODEtZjE3Mi00NWZkLWFlNmMtMjZlMzAyY2EyOTU3XkEyXkFqcGdeQXVyNTc3NjU4NDE@._V1_QL75_UY281_CR1,0,190,281_.jpg",4.4,Billy Dilley's Super-Duper Subterranean Summer,222
"Wanted criminal, Hank J. Wimbleton is a man with a simple goal. Kill the sheriff. However, the task slowly becomes more and more difficult as he is thrown off course by manic clowns, flesh-eating zombies and vengeance driven messiahs. Even as he battles through each and everyone of these obstacles, a greater threat begins to unravel...","https://m.media-amazon.com/images/M/MV5BOTdkZjQ0MjQtNGQwYy00NzE1LWI5ZDItMTg2NmMyMjE5NTUxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR55,0,190,281_.jpg",8.6,Madness Combat,78
"The mysterious appearance of the legendary video game ""Prime Empire"" has gamers excited in Ninjago City. But one by one, players are disappearing.","https://m.media-amazon.com/images/M/MV5BOGY3M2IzMDUtNDZmNi00ZmQwLTg4MTUtM2U3MWYyNjcxOWU0XkEyXkFqcGdeQXVyODAzNzI4Njg@._V1_QL75_UY281_CR155,0,190,281_.jpg",8.8,Ninjago: Prime Empire Original Shorts,32
The story of two twenty-something best friends on a road trip across America with no particular place to go.,"https://m.media-amazon.com/images/M/MV5BZGQ4NDZmZjgtMTc3MS00NzFjLTg3ZDktMDQzMDY1MGE4ZmU5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.7,Gary & Mike,236
"Prepare to be blown back on your tail fins! Visit the Bikini Bottom Symphony, check out the Chum Bucket's Rome-antic new look, see SpongeBob's take on normal, hear Plankton's new band, the Patty Stealers, take a trip to the Nautical Museum and more!","https://m.media-amazon.com/images/M/MV5BMTU3ODgzOTgwMV5BMl5BanBnXkFtZTgwMDYzNjA2MDE@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.2,SpongeBob SquarePants: Spongicus,483
